owner_name,view,share,reply,like,coin,favorite,danmaku,videos,duration,fan
红豆电影解说,2772409,3587,3238,8120,5340,13878,5054,14,7382,20974
电影Sir,2765474,1697,1065,763,520,11362,2711,17,4396,38517
非我执笔,2753523,42700,17139,120023,179229,105010,25756,10,6695,215201
榴莲侃片,2731629,540,4197,6286,1165,8693,2986,95,21002,3924
良品电影,2727235,1243,5066,7788,2150,15857,4552,103,32446,10257
蜗牛娱乐555,2706297,2590,5866,13298,8463,8408,5776,78,22899,9638
网易王三三,2700326,9812,9024,32716,26955,54592,15042,39,23136,290960
小嘴八乱亲,2689077,1025,5254,9484,5042,12791,5297,105,41605,8533
沉郁观影,2687647,1767,7518,20713,8771,11219,5899,80,24467,23147
卜说心语,2685693,644,2640,6358,1280,11812,2829,52,13145,3721
沃特脱口秀,2648959,4187,5070,2948,11919,12293,8285,24,8884,61091
网络小说排行榜,2645423,5914,33413,83626,74538,22782,41465,66,33991,245036
独孤子黑,2635345,4950,5846,10268,20667,14718,6236,62,30525,33685
穿旗袍的大马猴子,2627734,5274,8406,3675,14406,73034,106836,13,21219,16208
萌妹电影,2617434,764,3706,11442,1604,10066,3177,120,23002,8190
大聪看电影,2600251,4672,12994,18700,12533,10624,18111,83,49972,31570
电影幕后故事,2598597,7873,9782,43471,71651,32426,23424,73,37280,96549
樱木在不在,2597203,5097,20930,18165,25517,40973,49573,98,77017,63968
猎奇荷尔蒙,2594190,433,1008,3048,350,6121,1376,2,317,1599
麦克疯说电影,2582169,1956,6731,5209,3099,11207,8033,157,54571,31558
大帅说电影,2576350,593,6626,8300,796,11190,6053,66,14589,4171
兔槽思密达,2568061,1486,6993,4789,1814,8986,7243,316,74125,25901
剧透大爆炸,2563170,2118,5703,8383,16227,11183,9448,67,27282,54020
洋子三三,2553953,7592,16373,34115,60214,32167,30806,39,22060,87157
笨笨说影视,2542046,904,8391,4505,1330,9603,3879,70,15021,4516
猫叔说电影1987,2530569,1452,5955,11539,3839,14550,5592,81,33000,11823
若汐说电影,2508880,699,2074,5455,1519,7833,2331,45,16193,3669
伏地魔小雅,2488191,2708,9637,2441,2606,14430,6916,69,22369,17427
电影贱客,2478247,1184,3201,1545,1472,13378,9164,57,28804,54093
莴笋爱看剧,2468190,620,5300,5363,497,4412,3302,120,15437,2014
大话撩哥,2458094,1414,9154,7673,2650,8016,5259,76,16902,9537
菩提西游,2454492,437,12519,5134,622,3699,2258,156,10962,2068
土豆说电影,2452525,486,7874,5922,1147,3879,3759,140,18110,2228
未来电影局,2443637,1352,14515,7858,2495,11557,5986,132,29112,8275
疯笑院,2436431,7641,7901,12023,4062,12144,20732,25,7259,178272
侃哥讲电影,2392509,1203,4192,7738,1818,7164,3158,269,61482,6218
冥王星没事,2384078,1715,7013,4919,14116,14928,9824,50,15686,44442
柚子电影,2382834,438,4925,6009,909,7735,3385,70,15271,11918
逗米说电影,2361638,2393,9003,20569,15803,9499,9418,192,59363,78185
百合茉莉花开,2354084,1113,3809,5744,943,5887,1899,112,13487,2263
王知无,2339303,9154,10415,41539,92798,39734,35843,38,31819,117916
将军侃片,2328295,3223,6689,17110,5467,13546,4552,25,7929,28756
电影talks,2324948,798,3044,6034,1333,7616,1562,50,17132,5485
花生十七,2302573,491,10592,3048,560,1947,2261,106,8216,1902
敖厂长,2298440,4146,9153,139043,247702,34513,18150,1,482,4848161
何必Hebee,2288227,7231,3363,92368,93874,61577,6174,2,840,713909
耻星-资源,2279372,603,579,1817,197,5667,1284,4,1088,15059
悦电影吧,2258895,1378,2071,2170,1488,19267,2615,27,8810,7976
-彭-于晏,2257477,481,7758,2881,1057,3442,4008,18,2456,1361
狗蛋errr,2238817,535,463,1595,696,5848,1218,8,1547,21190
胥渡吧,2238517,7216,9511,35977,18524,24291,21593,30,9099,184893
老罗说电影,2223236,490,5152,2281,509,1407,2712,239,31964,1125
俗哥电影,2217624,919,6412,38091,25093,7639,7630,49,18921,50736
鱼丸说电影,2214180,824,3259,6252,2336,8064,2471,107,24996,9993
阿图说,2210059,2456,7398,5019,5395,5739,63770,49,13081,57387
电影纵贯线,2209497,6897,15074,3737,29800,36953,20340,40,24064,61838
傲魂紫云汐风,2205136,2883,2409,6242,4849,14765,6539,2,826,4909
第10放映室栏目,2201324,6695,5150,18968,13237,20901,59009,35,84280,143041
目及WATCHER,2184972,5692,10406,33450,28961,28183,17327,174,121696,33732
晨皙电影,2174852,1797,6159,6175,1193,9187,8684,95,24133,4752
章脑丸,2174039,10729,7688,65082,44385,24408,10110,65,19956,34328
小峰同学bala,2166676,459,7620,4514,2202,7717,5086,60,19229,7318
见鬼了椒爷,2163025,8096,8919,36843,23279,8067,46673,109,85665,60959
双木看电影,2147755,1923,8338,8588,6434,16965,4209,135,37489,16963
金九银时,2144597,1619,5027,14548,7971,7947,6842,108,42369,18646
珞珞电影,2140144,3446,4679,6067,11530,12454,6368,63,23049,28959
黑晓生动漫,2136111,227,9512,7785,1702,1724,3834,85,13403,2982
馆长聊影,2132757,2817,7013,24491,23686,16808,12365,127,84784,37298
胶片厂,2129167,1473,8094,1796,2804,18307,5838,50,17621,13027
李小哇絮叨叨,2125855,793,7289,30064,28141,5099,14929,45,25232,29573
梦爱影艺,2123101,529,2345,3168,400,1725,2224,90,13923,842
超级懒的星,2121196,1673,5427,2326,2068,9544,3930,61,15619,7674
周扒片,2118892,3259,5307,38695,25375,12809,3614,23,7096,110300
嗨哥讲电影,2112889,726,2680,2975,768,5945,1741,118,25504,11785
谜尚电影,2110370,1030,1316,4890,955,6624,1785,33,10856,3616
薄荷味的泡泡,2107725,4672,2029,4309,4557,51172,52331,6,10318,14879
小马哥撩电影呀呀呀呀呀,2102116,2026,6596,21138,9871,6291,6000,113,41976,20484
小花说大片,2099771,1560,4756,3498,1305,7622,4409,28,6789,4634
已知艺术家漫画解说,2089414,1354,3670,24354,10044,15206,4105,17,7172,69683
狂人说大片,2072298,515,6329,3601,619,3512,3370,111,17569,2706
大胡子说电影,2044055,291,3166,5383,1111,4679,3144,104,23830,5069
菊椒男孩儿,2025162,6071,7835,9561,26360,11884,20497,39,20652,119499
杯巨人出发了,2023951,679,8712,2678,527,3184,1995,124,7339,2668
春哥说电影,2018095,1112,4281,4670,6887,7371,6334,59,22801,33570
三妹说电影,2007027,813,2022,8676,1067,9504,2598,48,11422,19412
中年的宅女,2006228,1259,8645,18537,5805,9305,7061,28,8858,108352
香港电影漫谈,1992405,2594,7275,17747,12595,14144,19800,122,74864,45483
汪子喵没有猫,1990341,601,6215,17473,11560,7285,4620,101,36579,21978
电影间谍,1990274,1846,7069,4905,509,4042,2550,45,5712,2239
观影巴士团,1980853,176,1875,5125,833,3617,1625,55,12313,5236
北车电影,1966439,1745,3090,10482,1975,11150,1176,37,6289,7356
-电影联播-,1938466,1444,4259,5910,1180,7215,3011,74,20382,6580
咕剧鸡,1928349,567,5214,3103,353,2796,3298,157,18404,2388
吸血鬼库里,1925720,3921,7410,10812,2554,6139,4896,13,3059,27006
Movies帧君,1925348,2379,3984,8929,4437,18876,3115,32,12621,11208
熊妹唧唧歪,1916432,1656,2932,12818,3182,11978,3797,33,11028,7944
小庆看电影,1906625,1659,6918,8626,3109,14786,4795,120,36383,11781
大俠说,1892292,8422,19549,20582,20634,15896,10312,11,4030,28605
面哥说电影,1887900,476,1400,2459,395,7944,1654,25,4801,2974
魔女嘉尔,1879570,2526,5436,31371,17100,32878,4154,53,28170,25890
私奔影院,1876758,347,1365,3288,410,4771,1630,47,9851,3084
电影大户,1868065,847,10346,6991,2833,2361,4873,23,5580,2618
卡芒电影,1858048,3352,3232,15832,7491,15905,4585,19,11847,14070
追剧不求人略略略,1847874,203,3619,3091,207,1968,1509,92,10603,551
勤瘦看片,1845823,899,3593,5825,935,6934,3157,52,14192,5808
小马哥说电影,1837263,1261,4830,14294,13534,5982,9847,122,40572,38137
LexBurner,1831865,13074,8598,2677,36413,11106,36603,1,908,4776692
阿加兔,1816941,6391,6515,29012,26227,25513,8997,34,16745,56073
唐唐频道,1815703,5623,5785,33719,12915,5246,11869,15,7207,93152
神片收割姬,1813801,7789,10082,38363,54709,13069,10452,48,11504,48581
海棠胜梨花,1812887,1018,19002,3019,558,1354,2761,39,6036,9620
生活点点帮,1801901,730,8723,3298,753,3481,2019,21,2255,2403
闪电-狂人,1801248,1229,1308,3083,822,8847,6532,17,4499,2509
喵妹说电影,1801076,872,3964,9975,3191,8676,2722,146,36039,6841
哎呀酋长本尊,1800564,1283,5167,1554,3084,7740,30707,28,6801,114452
可爱多大头,1798771,225,1137,1643,271,3159,661,78,14408,3808
沐岚说电影,1797937,542,1284,2242,500,5335,1755,16,3948,3740
BOSS是老板,1787555,343,172,475,201,4882,671,5,1987,1686
析言阁,1783451,242,2551,1568,174,1439,656,339,36537,1422
小琦影说,1773458,2028,9099,11786,4175,11533,4185,30,7099,71067
米老鼠说电影,1745472,431,4094,4785,1048,4281,2504,690,115570,3006
三皮青争娱,1741421,286,3340,3221,571,1609,2241,28,6491,982
曾无忌电影,1741400,1116,3987,4665,1131,2706,1991,100,16183,929
莫小忆说电影,1740893,586,2881,10470,2859,7867,2578,74,25401,3716
轩哥侃影视,1739820,123,898,1046,93,502,531,183,28361,258
夜晚三点半,1736541,976,5456,15665,2688,5095,3848,586,153234,14761
最in电影,1712416,880,2921,3057,821,4986,2016,54,29030,9856
超级英雄五维研究所,1704380,7368,5523,10218,15104,18765,10145,42,17420,52473
一枚精分蛋,1689578,8114,8961,17470,16581,16246,10921,53,11668,44268
STN工作室,1687529,1668,6899,2226,21410,15784,18119,7,6299,1228927
张灯解彩,1680520,2438,7461,3963,3969,11380,8708,89,38487,17887
莎莎带你看电影,1677409,532,2090,5907,1346,7157,1184,120,19089,27526
昭君叨电影X,1673736,2467,4820,11098,2620,12142,3382,191,44512,2664
电影有毒工作室,1649535,4676,6372,5741,20121,10482,13642,15,4418,220426
林尔达,1646145,1042,4062,13175,7059,11100,14195,3,2622,610514
晓磊是一个好人,1636951,1085,18847,3166,565,1589,3835,23,3308,10058
木字杨说故事,1634797,421,2781,3774,411,4484,1869,215,46573,1693
本安_9487,1634335,8290,21930,20766,15747,24030,104233,85,50907,11397
王萬一,1631570,3722,7047,10426,15110,18334,10041,29,22303,37661
佳爷侃片,1630081,431,1166,2775,492,6032,1065,49,10536,2458
热剧经典剧,1627867,236,1621,1693,98,1123,668,136,18534,460
我是毒药君,1627450,4224,6205,1686,3780,16065,13218,48,18949,53814
观察者网,1623920,4042,21531,40148,16334,15702,8531,14,3127,845800
怪兽电影,1616043,9011,8917,8660,7985,9181,8894,52,17957,21077
猪猪妹说电影,1611183,343,3642,3791,536,4063,1417,146,20702,2486
电影狙击者,1610701,2029,6439,1095,2241,16108,5023,58,14442,24945
小杀姐姐,1601961,1157,3620,3289,1071,7197,4632,92,20973,11300
电影奇闻movie,1599718,506,2796,3181,603,5004,2182,75,14917,4460
小黑的黑店,1596329,1515,3722,7153,1901,6872,3126,33,8291,21060
与电影同行,1594979,727,1900,4176,2069,7336,6457,12,11402,3437
壮的响亮,1592888,7611,12374,87329,87122,27533,43235,18,24326,83161
橘子娱乐,1590139,5945,7697,19926,6390,28756,18754,105,37282,101686
黑鼠鼠,1579325,2305,14022,9802,3939,5196,5398,70,15046,29846
小鬼电影说,1574213,228,795,1626,274,4165,1062,8,1514,2809
圈踢动漫,1573880,780,8341,5575,2144,5733,5590,52,13369,75688
王者速成记,1573848,124,572,1104,63,735,351,115,13562,360
蛋挞剧场,1569831,2791,9422,25196,20276,13609,5646,80,38728,27030
大牛看奇闻,1567781,837,5431,4243,1705,5632,2244,106,20582,3241
左左说电影,1562318,377,4987,4126,655,4295,1277,180,38571,3402
狗活GOUHUO,1546095,284,1475,4301,982,4331,830,4,1137,4132
维立方电影,1545139,1184,4347,3009,2140,8025,5095,184,45718,22487
兔子凹凹,1544461,1291,4295,9441,6516,9118,5042,39,17257,74181
影视剧解说,1544260,277,1478,1531,99,1236,500,1910,158537,1570
简科技,1540803,387,1175,1886,415,7545,1355,50,9523,8359
电影你不知操,1522913,2127,6118,2442,3850,11334,3569,47,10873,9211
小操大吐槽,1515497,2665,6015,6608,8459,7836,6610,91,22642,34315
老丁撩电影,1514289,171,1463,3823,868,2395,1115,148,36991,2211
冰冰说电影,1506556,305,2156,4914,1187,4960,2153,32,11108,3091
请亲切的称呼我为撸SIR,1505477,6488,21572,1799,26370,10805,21459,15,6401,277984
Gloria洗七里,1500768,5623,6573,16528,61218,29893,12732,18,12552,73444
老狼动漫,1491976,204,1834,1809,146,1154,1077,191,30289,415
一米电影官方频道,1485693,834,4911,10176,6513,3583,6719,211,91008,6961
M-菌,1485579,1577,694,3702,3928,8542,2031,14,5389,166237
科幻战舰小号,1482366,343,2026,6401,1353,5168,1116,35,7310,7579
小麦说电影,1466544,272,1399,3944,831,4287,1608,154,33140,1826
方言说电影,1465155,298,2092,1807,367,1959,1180,8,843,3525
电影嗨FIVE,1458759,3057,6782,44111,31358,13959,19539,86,68602,40007
赛强1992,1457434,1944,7511,6632,20342,7202,24335,47,26699,68804
蜜桃说剧,1439783,226,1630,1629,179,1621,1209,122,17340,818
燃烧的熊猫yo,1423964,4097,18001,21679,11561,8056,7047,41,9914,36999
小怡的宇宙,1418355,2721,4296,5276,5936,5861,7558,55,16648,23915
小丑皇、,1416870,1272,4286,13702,3666,7574,5500,60,23199,7377
啥瓜都有啊,1415655,1411,7245,5717,1271,5115,22208,5,2162,6843
小艾撩剧,1415106,581,2080,2275,602,5351,970,56,18388,7112
奶茶电影,1408396,577,2510,6361,883,3782,1589,197,40832,2418
小笼包电影,1403202,878,4016,8331,1550,6714,2112,141,30146,2655
吃皮哥看电影,1398536,2786,3551,776,6160,5524,5050,33,15963,41462
星梦侃电影,1398067,2010,6855,498,5696,16883,7219,32,16520,25166
cici观影GO,1392266,877,2686,5080,3737,7113,2371,59,15293,13138
阿发大官人,1389787,494,2532,3070,1181,6467,2287,107,28746,4319
女神撩电影V,1389675,644,2070,7596,1288,9668,1881,189,39379,2572
九号拉片室,1388473,1252,3986,2106,507,3622,2176,101,21512,2823
秀一电影,1387745,3999,5168,11268,6900,17787,3732,20,11340,10462
班班说电影,1386208,424,1848,2483,474,4202,1276,93,16541,2696
-食目-,1384883,2329,4571,2630,19307,12995,10106,29,13388,24542
-Miro-,1367289,3053,9516,29750,16887,14185,5823,1,357,22352
解影师,1366887,2817,5342,9903,5121,10590,2480,33,8380,6394
漫D的小宇宙UP,1364058,313,4694,3088,448,2938,3118,98,20827,2221
精彩视频大合集,1360616,221,1104,1333,60,855,586,351,39997,1524
漫小酱,1358177,2956,7590,11474,11705,19159,9960,79,40680,32189
OS老羊,1355186,404,3546,14215,11263,6008,3812,72,49412,30532
白日妄想家,1353354,2483,2144,3229,7163,33279,17244,30,49409,189713
港片二大爷,1347275,1532,5293,55897,47523,12506,5408,21,8791,46318
陌陌说电影,1344855,458,1947,4905,1382,5154,1286,309,85806,2930
诺塔讲电影,1344552,797,3045,4392,1309,5286,2122,286,68190,11646
朵儿撩电影,1338840,225,1833,3943,1047,4391,1440,139,33205,2869
小阳说电影,1332796,623,2271,4689,1002,5981,1390,71,15868,1838
白胖水母君,1328926,776,7304,7277,2291,3820,3677,51,10758,3399
一品电影,1326902,967,5083,2777,1420,5867,3118,27,8208,8003
呢喃幺幺八,1325048,3607,8987,6231,1450,5955,14621,12,5381,45604
派拉蒙太奇,1321144,1786,4128,3130,8400,12315,5930,30,11505,42730
吐槽阿西巴,1309012,1474,10074,4227,1344,1002,3899,20,2669,23097
多玩视频菌,1307260,1804,2175,147,3489,7685,5612,12,4112,180678
吾聊电影,1305787,569,4377,8662,3914,4038,2728,108,41847,4972
小飞鸟说剧,1302941,186,1937,5084,1337,2302,1740,35,10908,5408
吐巴哥,1302864,3421,4131,2392,6221,13048,8378,55,24171,36795
已知艺术家,1301642,1975,6958,3817,1777,4754,4305,25,6173,9075
Even小天使,1291458,1293,495,4129,1025,14641,2774,3,571,1060
无双漫谈,1278025,4544,8668,22930,31440,20593,8665,56,37965,77148
茶仙丶TTTT,1277517,598,2682,4283,3783,5991,2245,16,4603,12592
布丁速记,1276308,3385,7162,10850,7233,12831,8394,146,49104,12622
金花Show,1266170,2898,2008,9394,1916,5283,1741,23,2919,193585
晴天影业,1255783,374,2466,2742,854,5300,2179,60,16809,3468
葫芦娃侃电影,1252967,293,2703,4271,1142,3902,994,104,28831,2021
小李带你看电影,1234252,170,2259,7034,4546,2947,1482,172,79861,8069
Fuji_玫瑰叔,1230852,3188,10595,54433,74914,17140,27588,55,74553,33747
二川呀_,1229484,735,604,2138,611,1392,577,1,76,3200
羽紫洛,1221027,2322,1152,2415,1218,7815,5321,54,21079,2450
蚂蚁星系,1215267,397,3203,3112,696,2389,2640,16,3403,7803
莫慢待77,1214832,394,4582,4469,748,1180,2464,29,4548,3578
豆米视频,1212680,229,13412,2902,490,1552,2752,87,12915,1773
Big大电影,1206917,359,1542,4647,1418,5384,1611,43,18325,2902
看不见的罗杰,1205295,1396,3236,1476,2039,14052,26115,5,2875,3979
山田檬子嚼电影,1205050,2638,2681,3199,3988,12096,4161,17,6772,28548
腐向合,1201710,11376,5682,2147,14707,74431,33667,5,2205,33473
大鱼讲电影,1201499,255,1146,749,217,2131,705,16,4887,4002
加班侃电影,1201316,2123,8888,14284,8356,5714,9886,48,25893,15703
戏精研究所,1196442,327,4977,2290,172,2336,1541,88,11499,4105
老牛说电影,1193651,421,1441,3472,672,3512,1591,629,101761,1731
陈先僧说,1193186,2783,2894,1465,4713,11628,4485,30,10264,27057
我爱热剧,1189769,160,469,802,57,432,217,211,19700,262
螃蟹讲故事,1163501,863,3074,6914,2394,6506,2511,105,21123,6873
尼克Blaine,1161567,934,3800,1567,840,2723,1248,3,681,1777
新加坡小笔尖,1161344,12346,8597,66883,45879,50058,20915,17,6000,56442
壹品剧透,1156132,91,751,1085,88,788,322,159,16365,324
诠释雨,1155764,3077,1214,952,29607,7998,5199,5,2158,18212
涛叔观影,1148358,960,4928,4333,1223,3758,2605,45,12596,4090
牛魔王子说电影,1146889,1549,5161,1013,1702,3904,5374,28,9255,14541
方头人,1142427,833,5235,10613,16882,4472,10247,65,39358,70352
一口河南话的娃,1141976,241,3033,1324,366,3367,1548,31,6151,4123
月千一夜c,1129413,1406,1938,3998,1788,6354,1962,55,28377,7624
游民阿星,1123132,2929,4479,11778,7405,23746,8914,96,47233,17767
保健寺毕加索-,1122007,449,1185,343,880,5657,1800,7,2221,37426
映画MIX,1113271,2566,12537,9217,8923,7537,8905,20,13533,20250
袁超工作室,1113012,1361,3318,1541,435,2788,3392,531,111758,3655
飞姐说电影,1108185,336,2794,6747,1496,5103,2468,50,22739,4115
伯乐说电影,1107702,1894,6427,11028,4895,6297,10386,59,35726,45677
Vollighi,1089213,520,3105,5892,5431,2519,4399,46,17071,10487
逐梦电影,1086386,2707,2538,5317,2090,4750,3739,35,17130,2881
任公子影视,1081663,1571,8668,5442,6612,7598,5333,45,19162,9232
